"plate_id","batch","temperature","day","isolate","biorep","media","time","log_average_wrangled_conc","death_phase","average_wrangled_conc"
"B2_6_3_S12-0116_2_BHIrif_-1_24_1","B2",6,3,"S12-0116",2,"BHIrif",24,2.77815125038364,"no",600
"B2_6_3_S12-0132_2_BHIrif_-1_24_2","B2",6,3,"S12-0132",2,"BHIrif",24,4.46627432178929,"no",29260
"B2_6_3_S12-0141_2_BHIrif_-1_24_1","B2",6,3,"S12-0141",2,"BHIrif",24,4.09061070782841,"no",12320
"B2_6_4_S12-0116_2_BHIrif_-1_24_1","B2",6,4,"S12-0116",2,"BHIrif",24,3.47275644931721,"no",2970
"B2_6_4_S12-0132_2_BHIrif_-1_24_2","B2",6,4,"S12-0132",2,"BHIrif",24,5.85183142267323,"no",710937.5
"B2_6_4_S12-0141_2_BHIrif_-1_24_1","B2",6,4,"S12-0141",2,"BHIrif",24,4.34458874257871,"no",22110
"B2_6_6_S12-0116_2_BHIrif_-1_24_1","B2",6,6,"S12-0116",2,"BHIrif",24,3.39011448298893,"no",2455.356079
"B2_6_6_S12-0132_2_BHIrif_-1_24_1","B2",6,6,"S12-0132",2,"BHIrif",24,5.25268831964915,"no",178932.125
"B2_6_6_S12-0141_2_BHIrif_-1_24_1","B2",6,6,"S12-0141",2,"BHIrif",24,4.18752072083646,"no",15400
"B2_6_9_S12-0116_2_BHIrif_-1_24_1","B2",6,9,"S12-0116",2,"BHIrif",24,4.77042363046461,"no",58941.83203
"B2_6_9_S12-0132_2_BHIrif_-3_24_1","B2",6,9,"S12-0132",2,"BHIrif",24,7.0042231519242,"no",10097716
"B2_6_9_S12-0141_2_BHIrif_-1_24_1","B2",6,9,"S12-0141",2,"BHIrif",24,5.44184425155383,"no",276594.95315
"B2_6_12_S12-0116_2_BHIrif_-2_24_1","B2",6,12,"S12-0116",2,"BHIrif",24,5.02612451674545,"no",106200
"B2_6_12_S12-0132_2_BHIrif_-4_24_1","B2",6,12,"S12-0132",2,"BHIrif",24,7.44427547311582,"no",27814770
"B2_6_12_S12-0141_2_BHIrif_-4_24_2","B2",6,12,"S12-0141",2,"BHIrif",24,7.24010349336621,"no",17382150
"B2_6_15_S12-0116_2_BHIrif_-3_24_1","B2",6,15,"S12-0116",2,"BHIrif",24,6.57484697482905,"no",3757050
"B2_6_15_S12-0132_2_BHIrif_-5_24_1","B2",6,15,"S12-0132",2,"BHIrif",24,8.06401223431053,"no",115881000
"B2_6_15_S12-0141_2_BHIrif_-5_24_1","B2",6,15,"S12-0141",2,"BHIrif",24,7.78095524906276,"no",60388640
"B2_6_18_S12-0116_2_BHIrif_-3_24_1","B2",6,18,"S12-0116",2,"BHIrif",24,6.77759220706542,"no",5992281.5
"B2_6_18_S12-0132_2_BHIrif_-4_24_2","B2",6,18,"S12-0132",2,"BHIrif",24,7.75920370983493,"no",57438582
"B2_6_18_S12-0141_2_BHIrif_-5_24_1","B2",6,18,"S12-0141",2,"BHIrif",24,7.9076078238338,"no",80836560
"B2_6_21_S12-0116_2_BHIrif_-3_24_1","B2",6,21,"S12-0116",2,"BHIrif",24,6.60932329071407,"no",4067460
"B2_6_21_S12-0132_2_BHIrif_-5_24_1","B2",6,21,"S12-0132",2,"BHIrif",24,7.99781251787711,"no",99497580
"B2_6_21_S12-0141_2_BHIrif_-5_24_1","B2",6,21,"S12-0141",2,"BHIrif",24,8.18281559332871,"no",152340576
"B3_6_0_S12-0116_3_BHIrif_-1_24_1","B3",6,0,"S12-0116",3,"BHIrif",24,2.77815125038364,"no",600
"B3_6_0_S12-0132_3_BHIrif_-1_24_1","B3",6,0,"S12-0132",3,"BHIrif",24,3.42160392686983,"no",2640
"B3_6_0_S12-0141_3_BHIrif_-1_24_1","B3",6,0,"S12-0141",3,"BHIrif",24,3.15836249209525,"no",1440
"B3_6_1_S12-0116_3_BHIrif_-1_24_1","B3",6,1,"S12-0116",3,"BHIrif",24,2.69897000433602,"no",500
"B3_6_1_S12-0141_3_BHIrif_-1_24_2","B3",6,1,"S12-0141",3,"BHIrif",24,3.04139268515822,"no",1100
"B3_6_1_S12-0132_3_BHIrif_-1_24_2","B3",6,1,"S12-0132",3,"BHIrif",24,3.42160392686983,"no",2640
"B3_6_2_S12-0116_3_BHIrif_-1_24_1","B3",6,2,"S12-0116",3,"BHIrif",24,2.30102999566398,"no",200
"B3_6_2_S12-0132_3_BHIrif_-1_24_1","B3",6,2,"S12-0132",3,"BHIrif",24,3.19312459835446,"no",1560
"B3_6_2_S12-0141_3_BHIrif_-1_24_1","B3",6,2,"S12-0141",3,"BHIrif",24,2.69897000433602,"no",500
"B3_6_3_S12-0116_3_BHIrif_-1_24_1","B3",6,3,"S12-0116",3,"BHIrif",24,2,"no",100
"B3_6_3_S12-0132_3_BHIrif_-1_24_1","B3",6,3,"S12-0132",3,"BHIrif",24,3.76566855475901,"no",5830
"B3_6_3_S12-0141_3_BHIrif_-1_24_1","B3",6,3,"S12-0141",3,"BHIrif",24,3.29666519026153,"no",1980
"B3_6_4_S12-0116_3_BHIrif_-1_24_1","B3",6,4,"S12-0116",3,"BHIrif",24,2.74036268949424,"no",550
"B3_6_4_S12-0132_3_BHIrif_-1_24_1","B3",6,4,"S12-0132",3,"BHIrif",24,5.03903993068437,"no",109405.69534
"B3_6_4_S12-0141_3_BHIrif_-1_24_1","B3",6,4,"S12-0141",3,"BHIrif",24,3.50379068305718,"no",3190
"B3_6_6_S12-0116_3_BHIrif_-1_24_1","B3",6,6,"S12-0116",3,"BHIrif",24,2.64345267648619,"no",440
"B3_6_6_S12-0141_3_BHIrif_-1_24_2","B3",6,6,"S12-0141",3,"BHIrif",24,3.97589113640179,"no",9460
"B3_6_6_S12-0132_3_BHIrif_-1_24_2","B3",6,6,"S12-0132",3,"BHIrif",24,4.82256292783547,"no",66460.396485
"B3_6_9_S12-0116_3_BHIrif_-1_24_1","B3",6,9,"S12-0116",3,"BHIrif",24,4.13830269816628,"no",13750
"B3_6_9_S12-0132_3_BHIrif_-1_24_1","B3",6,9,"S12-0132",3,"BHIrif",24,5.44736342445202,"no",280132.45315
"B3_6_9_S12-0141_3_BHIrif_-1_24_2","B3",6,9,"S12-0141",3,"BHIrif",24,4.40500466505037,"no",25410
"B3_6_12_S12-0116_3_BHIrif_-1_24_1","B3",6,12,"S12-0116",3,"BHIrif",24,4.46952747918701,"no",29480
"B3_6_12_S12-0141_3_BHIrif_-3_24_2","B3",6,12,"S12-0141",3,"BHIrif",24,7.53006836511885,"no",33889750
"B3_6_12_S12-0132_3_BHIrif_-3_24_2","B3",6,12,"S12-0132",3,"BHIrif",24,6.66359540067903,"no",4608880
"B3_6_15_S12-0116_3_BHIrif_-2_24_1","B3",6,15,"S12-0116",3,"BHIrif",24,5.54007908880417,"no",346800
"B3_6_15_S12-0132_3_BHIrif_-3_24_2","B3",6,15,"S12-0132",3,"BHIrif",24,7.24129244115787,"no",17429801.5
"B3_6_15_S12-0141_3_BHIrif_-5_24_1","B3",6,15,"S12-0141",3,"BHIrif",24,7.7279353589929,"no",53448480
"B3_6_18_S12-0116_3_BHIrif_-3_24_1","B3",6,18,"S12-0116",3,"BHIrif",24,4.32592595577147,"no",21180
"B3_6_18_S12-0132_3_BHIrif_-5_24_2","B3",6,18,"S12-0132",3,"BHIrif",24,7.87394990173009,"no",74808320
"B3_6_21_S12-0116_3_BHIrif_-2_24_1","B3",6,21,"S12-0116",3,"BHIrif",24,5.31445712273468,"no",206280
"B3_6_21_S12-0141_3_BHIrif_-5_24_1","B3",6,21,"S12-0141",3,"BHIrif",24,7.39418541873252,"no",24784800
"B3_6_24_S12-0116_3_BHIrif_-2_24_1","B3",6,24,"S12-0116",3,"BHIrif",24,5.87604554325233,"no",751701.71875
"B3_6_24_S12-0141_3_BHIrif_-3_24_2","B3",6,24,"S12-0141",3,"BHIrif",24,7.43464687844015,"no",27204884
"B4_6_0_S12-0166_1_BHIrif_-1_36_1","B4",6,0,"S12-0166",1,"BHIrif",36,3.27646180417324,"no",1890
"B4_6_0_S12-0180_1_BHIrif_-1_36_1","B4",6,0,"S12-0180",1,"BHIrif",36,3.06818586174616,"no",1170
"B4_6_0_S12-0184_1_BHIrif_-1_36_2","B4",6,0,"S12-0184",1,"BHIrif",36,2.81954393554187,"no",660
"B4_6_1_S12-0166_1_BHIrif_-1_36_1","B4",6,1,"S12-0166",1,"BHIrif",36,3.77378644498119,"no",5940
"B4_6_1_S12-0180_1_BHIrif_-1_36_2","B4",6,1,"S12-0180",1,"BHIrif",36,1.65321251377534,"no",0
"B4_6_1_S12-0184_1_BHIrif_-1_36_1","B4",6,1,"S12-0184",1,"BHIrif",36,2.53174083085752,"no",340.20510865
"B4_6_2_S12-0166_1_BHIrif_-1_36_1","B4",6,2,"S12-0166",1,"BHIrif",36,4.69722934275972,"no",49800
"B4_6_2_S12-0180_1_BHIrif_-1_36_1","B4",6,2,"S12-0180",1,"BHIrif",36,3.65417654187796,"no",4510
"B4_6_2_S12-0184_1_BHIrif_-1_36_1","B4",6,2,"S12-0184",1,"BHIrif",36,2.70018630680959,"no",501.4022827
"B4_6_3_S12-0166_1_BHIrif_-1_36_1","B4",6,3,"S12-0166",1,"BHIrif",36,4.82084094760636,"no",66197.402345
"B4_6_3_S12-0184_1_BHIrif_-1_36_2","B4",6,3,"S12-0184",1,"BHIrif",36,1.74036268949424,"no",0
"B4_6_3_S12-0180_1_BHIrif_-1_36_2","B4",6,3,"S12-0180",1,"BHIrif",36,2.88649072517248,"no",770
"B4_6_4_S12-0166_1_BHIrif_-1_36_1","B4",6,4,"S12-0166",1,"BHIrif",36,3.95904139232109,"no",9100
"B4_6_4_S12-0180_1_BHIrif_-1_36_1","B4",6,4,"S12-0180",1,"BHIrif",36,1.74036268949424,"no",0
"B4_6_4_S12-0184_1_BHIrif_-1_36_1","B4",6,4,"S12-0184",1,"BHIrif",36,2.69897000433602,"no",500
"B4_6_6_S12-0166_1_BHIrif_-1_36_1","B4",6,6,"S12-0166",1,"BHIrif",36,5.03561448038045,"no",108546.16405
"B4_6_6_S12-0180_1_BHIrif_-1_36_1","B4",6,6,"S12-0180",1,"BHIrif",36,1.74036268949424,"no",0
"B4_6_6_S12-0184_1_BHIrif_-1_36_1","B4",6,6,"S12-0184",1,"BHIrif",36,3.98677173426624,"no",9700
"B4_6_9_S12-0166_1_BHIrif_-3_36_1","B4",6,9,"S12-0166",1,"BHIrif",36,6.71987772727898,"no",5246597.25
"B4_6_9_S12-0180_1_BHIrif_-1_36_1","B4",6,9,"S12-0180",1,"BHIrif",36,1.74036268949424,"no",0
"B4_6_9_S12-0184_1_BHIrif_-1_36_1","B4",6,9,"S12-0184",1,"BHIrif",36,3.68124123737559,"no",4800
"B4_6_12_S12-0166_1_BHIrif_-3_36_1","B4",6,12,"S12-0166",1,"BHIrif",36,5.77723827300953,"no",598740
"B4_6_12_S12-0180_1_BHIrif_-1_36_1","B4",6,12,"S12-0180",1,"BHIrif",36,3.75739602879302,"no",5720
"B4_6_12_S12-0184_1_BHIrif_-1_36_1","B4",6,12,"S12-0184",1,"BHIrif",36,2.3605595444691,"no",229.3821106
"B4_6_15_S12-0166_1_BHIrif_-4_36_1","B4",6,15,"S12-0166",1,"BHIrif",36,7.41526606400543,"no",26017530
"B4_6_15_S12-0180_1_BHIrif_-1_36_2","B4",6,15,"S12-0180",1,"BHIrif",36,4.62231766083384,"no",41910
"B4_6_15_S12-0184_1_BHIrif_-1_36_2","B4",6,15,"S12-0184",1,"BHIrif",36,2.51851393987789,"no",330
"B4_6_18_S12-0166_1_BHIrif_-5_36_1","B4",6,18,"S12-0166",1,"BHIrif",36,7.43319359171485,"no",27114000
"B4_6_18_S12-0180_1_BHIrif_-1_36_2","B4",6,18,"S12-0180",1,"BHIrif",36,4.07040732174012,"no",11760
"B4_6_18_S12-0184_1_BHIrif_-1_36_1","B4",6,18,"S12-0184",1,"BHIrif",36,3.99299509843134,"no",9840
"B4_6_21_S12-0166_1_BHIrif_-3_36_1","B4",6,21,"S12-0166",1,"BHIrif",36,8.02211492267203,"no",105224028
"B4_6_21_S12-0184_1_BHIrif_-1_36_2","B4",6,21,"S12-0184",1,"BHIrif",36,5.60357466326959,"no",401397.5
"B4_6_21_S12-0180_1_BHIrif_-1_36_2","B4",6,21,"S12-0180",1,"BHIrif",36,3.34242268082221,"no",2200
"B4_6_24_S12-0166_1_BHIrif_-5_36_1","B4",6,24,"S12-0166",1,"BHIrif",36,8.37593328652081,"no",237647520
"B4_6_24_S12-0180_1_BHIrif_-3_36_2","B4",6,24,"S12-0180",1,"BHIrif",36,6.16379326691288,"no",1458120
"B4_6_24_S12-0184_1_BHIrif_-1_36_1","B4",6,24,"S12-0184",1,"BHIrif",36,5.65493249846106,"no",451785.71875
"B4_6_27_S12-0166_1_BHIrif_-5_36_1","B4",6,27,"S12-0166",1,"BHIrif",36,8.76050231388794,"no",576105888
"B4_6_27_S12-0184_1_BHIrif_-2_36_2","B4",6,27,"S12-0184",1,"BHIrif",36,5.78038950849682,"no",603100.25
"B4_6_27_S12-0180_1_BHIrif_-3_36_2","B4",6,27,"S12-0180",1,"BHIrif",36,6.07771302314904,"no",1195950
"B5_6_0_S12-0166_2_BHIrif_-1_36_1","B5",6,0,"S12-0166",2,"BHIrif",36,3.93901977644867,"no",8690
"B5_6_0_S12-0180_2_BHIrif_-1_36_1","B5",6,0,"S12-0180",2,"BHIrif",36,3.62117628177504,"no",4180
"B5_6_0_S12-0184_2_BHIrif_-1_36_1","B5",6,0,"S12-0184",2,"BHIrif",36,2.73239375982297,"no",540
"B5_6_1_S12-0166_2_BHIrif_-1_36_1","B5",6,1,"S12-0166",2,"BHIrif",36,4.12057393120585,"no",13200
"B5_6_1_S12-0180_2_BHIrif_-1_36_2","B5",6,1,"S12-0180",2,"BHIrif",36,3.71926513529097,"no",5239.2019045
"B5_6_1_S12-0184_2_BHIrif_-1_36_2","B5",6,1,"S12-0184",2,"BHIrif",36,3,"no",1000
"B5_6_2_S12-0166_2_BHIrif_-1_36_1","B5",6,2,"S12-0166",2,"BHIrif",36,3.83378437465648,"no",6820
"B5_6_2_S12-0180_2_BHIrif_-1_36_2","B5",6,2,"S12-0180",2,"BHIrif",36,3.36172783601759,"no",2300
"B5_6_2_S12-0184_2_BHIrif_-1_36_2","B5",6,2,"S12-0184",2,"BHIrif",36,1.69897000433602,"no",0
"B5_6_3_S12-0166_2_BHIrif_-1_36_1","B5",6,3,"S12-0166",2,"BHIrif",36,4.46134843364798,"no",28930
"B5_6_3_S12-0180_2_BHIrif_-1_36_2","B5",6,3,"S12-0180",2,"BHIrif",36,3.51851393987789,"no",3300
"B5_6_3_S12-0184_2_BHIrif_-1_36_2","B5",6,3,"S12-0184",2,"BHIrif",36,1.69897000433602,"no",0
"B5_6_4_S12-0166_2_BHIrif_-1_36_1","B5",6,4,"S12-0166",2,"BHIrif",36,4.83688162442269,"no",68688.11914
"B5_6_4_S12-0180_2_BHIrif_-1_36_2","B5",6,4,"S12-0180",2,"BHIrif",36,1.74036268949424,"no",0
"B5_6_4_S12-0184_2_BHIrif_-1_36_1","B5",6,4,"S12-0184",2,"BHIrif",36,4.26670196688409,"no",18480
"B5_6_6_S12-0166_2_BHIrif_-3_36_1","B5",6,6,"S12-0166",2,"BHIrif",36,6.52266197824599,"no",3331670
"B5_6_6_S12-0184_2_BHIrif_-1_36_1","B5",6,6,"S12-0184",2,"BHIrif",36,3.7160033436348,"no",5200
"B5_6_6_S12-0180_2_BHIrif_-1_36_2","B5",6,6,"S12-0180",2,"BHIrif",36,3.32014628611105,"no",2090
"B5_6_9_S12-0166_2_BHIrif_-4_36_1","B5",6,9,"S12-0166",2,"BHIrif",36,7.70650027347404,"no",50874514
"B5_6_9_S12-0184_2_BHIrif_-1_36_2","B5",6,9,"S12-0184",2,"BHIrif",36,4.56110138364906,"no",36400
"B5_6_9_S12-0180_2_BHIrif_-1_36_2","B5",6,9,"S12-0180",2,"BHIrif",36,2.04139268515822,"no",110
"B5_6_12_S12-0166_2_BHIrif_-4_36_1","B5",6,12,"S12-0166",2,"BHIrif",36,5.58798021145153,"no",387240
"B5_6_12_S12-0180_2_BHIrif_-1_36_2","B5",6,12,"S12-0180",2,"BHIrif",36,3.96567197122011,"no",9240
"B5_6_12_S12-0184_2_BHIrif_-1_36_2","B5",6,12,"S12-0184",2,"BHIrif",36,3.48855071650044,"no",3080
"B5_6_15_S12-0166_2_BHIrif_-3_36_1","B5",6,15,"S12-0166",2,"BHIrif",36,6.07529872218491,"no",1189320
"B5_6_15_S12-0180_2_BHIrif_-1_36_2","B5",6,15,"S12-0180",2,"BHIrif",36,2.04139268515822,"no",110
"B5_6_15_S12-0184_2_BHIrif_-1_36_1","B5",6,15,"S12-0184",2,"BHIrif",36,2.74036268949424,"no",550
"B5_6_18_S12-0166_2_BHIrif_-4_36_1","B5",6,18,"S12-0166",2,"BHIrif",36,8.02972791100473,"no",107084820
"B5_6_18_S12-0180_2_BHIrif_-1_36_2","B5",6,18,"S12-0180",2,"BHIrif",36,3.15533603746506,"no",1430
"B5_6_18_S12-0184_2_BHIrif_-3_36_1","B5",6,18,"S12-0184",2,"BHIrif",36,6.7833425450153,"no",6072150.75
"B5_6_21_S12-0166_2_BHIrif_-3_36_1","B5",6,21,"S12-0166",2,"BHIrif",36,6.76786448683074,"no",5859553
"B5_6_21_S12-0180_2_BHIrif_-1_36_2","B5",6,21,"S12-0180",2,"BHIrif",36,4.40959501939682,"no",25680
"B5_6_21_S12-0184_2_BHIrif_-1_36_1","B5",6,21,"S12-0184",2,"BHIrif",36,5.64321422719159,"no",439758.4844
"B5_6_24_S12-0166_2_BHIrif_-5_36_1","B5",6,24,"S12-0166",2,"BHIrif",36,8.70158097052582,"no",503015040
"B5_6_24_S12-0184_2_BHIrif_-3_36_2","B5",6,24,"S12-0184",2,"BHIrif",36,6.62131340575088,"no",4181320
"B5_6_24_S12-0180_2_BHIrif_-1_36_2","B5",6,24,"S12-0180",2,"BHIrif",36,4.31470969295517,"no",20640
"B5_6_27_S12-0166_2_BHIrif_-4_36_1","B5",6,27,"S12-0166",2,"BHIrif",36,8.24314240579714,"no",175042056
"B5_6_27_S12-0184_2_BHIrif_-3_36_1","B5",6,27,"S12-0184",2,"BHIrif",36,6.83561209024184,"no",6848762.25
"B5_6_27_S12-0180_2_BHIrif_-1_36_2","B5",6,27,"S12-0180",2,"BHIrif",36,4.32014628611105,"no",20900
"B6_6_0_S12-0116_4_BHIrif_-1_24_1","B6",6,0,"S12-0116",4,"BHIrif",24,1.69897000433602,"no",0
"B6_6_0_S12-0132_4_BHIrif_-1_24_2","B6",6,0,"S12-0132",4,"BHIrif",24,2.69897000433602,"no",500
"B6_6_0_S12-0141_4_BHIrif_-1_24_1","B6",6,0,"S12-0141",4,"BHIrif",24,3.44715803134222,"no",2800
"B6_6_1_S12-0116_4_BHIrif_-1_24_1","B6",6,1,"S12-0116",4,"BHIrif",24,2.47712125471966,"no",300
"B6_6_1_S12-0132_4_BHIrif_-1_24_1","B6",6,1,"S12-0132",4,"BHIrif",24,2,"no",100
"B6_6_1_S12-0141_4_BHIrif_-1_24_1","B6",6,1,"S12-0141",4,"BHIrif",24,3.57978359661681,"no",3800
"B6_6_2_S12-0116_4_BHIrif_-1_24_1","B6",6,2,"S12-0116",4,"BHIrif",24,1.74036268949424,"no",0
"B6_6_2_S12-0132_4_BHIrif_-1_24_1","B6",6,2,"S12-0132",4,"BHIrif",24,1.69897000433602,"no",0
"B6_6_2_S12-0141_4_BHIrif_-1_24_1","B6",6,2,"S12-0141",4,"BHIrif",24,2.69897000433602,"no",500
"B6_6_3_S12-0116_4_BHIrif_-1_24_1","B6",6,3,"S12-0116",4,"BHIrif",24,1.65321251377534,"no",0
"B6_6_3_S12-0141_4_BHIrif_-1_24_1","B6",6,3,"S12-0141",4,"BHIrif",24,1.69897000433602,"no",0
"B6_6_3_S12-0132_4_BHIrif_-1_24_2","B6",6,3,"S12-0132",4,"BHIrif",24,1.69897000433602,"no",0
"B6_6_4_S12-0116_4_BHIrif_-1_24_1","B6",6,4,"S12-0116",4,"BHIrif",24,2,"no",100
"B6_6_4_S12-0132_4_BHIrif_-1_24_2","B6",6,4,"S12-0132",4,"BHIrif",24,2,"no",100
"B6_6_4_S12-0141_4_BHIrif_-1_24_2","B6",6,4,"S12-0141",4,"BHIrif",24,2.95424250943932,"no",900
"B6_6_6_S12-0116_4_BHIrif_-1_24_1","B6",6,6,"S12-0116",4,"BHIrif",24,2.30102999566398,"no",200
"B6_6_6_S12-0132_4_BHIrif_-1_24_1","B6",6,6,"S12-0132",4,"BHIrif",24,1.74036268949424,"no",0
"B6_6_6_S12-0141_4_BHIrif_-1_24_1","B6",6,6,"S12-0141",4,"BHIrif",24,4.11394335230684,"no",13000
"B6_6_9_S12-0116_4_BHIrif_-1_24_2","B6",6,9,"S12-0116",4,"BHIrif",24,1.69897000433602,"no",0
"B6_6_9_S12-0132_4_BHIrif_-1_24_2","B6",6,9,"S12-0132",4,"BHIrif",24,3.54654266347813,"no",3520
"B6_6_9_S12-0141_4_BHIrif_-1_24_2","B6",6,9,"S12-0141",4,"BHIrif",24,4.47567118832443,"no",29900
"B6_6_12_S12-0116_4_BHIrif_-3_24_1","B6",6,12,"S12-0116",4,"BHIrif",24,4.6236627073562,"no",42040
"B6_6_12_S12-0132_4_BHIrif_-3_24_2","B6",6,12,"S12-0132",4,"BHIrif",24,5.06299540118647,"no",115610
"B6_6_12_S12-0141_4_BHIrif_-3_24_2","B6",6,12,"S12-0141",4,"BHIrif",24,6.61698145834162,"no",4139820
"B6_6_15_S12-0116_4_BHIrif_-2_24_1","B6",6,15,"S12-0116",4,"BHIrif",24,4.87227284622421,"no",74520
"B6_6_15_S12-0132_4_BHIrif_-2_24_2","B6",6,15,"S12-0132",4,"BHIrif",24,3.03342375548695,"no",1080
"B6_6_15_S12-0141_4_BHIrif_-2_24_2","B6",6,15,"S12-0141",4,"BHIrif",24,6.11541592995406,"no",1304415.4375
"B6_6_18_S12-0116_4_BHIrif_-2_24_1","B6",6,18,"S12-0116",4,"BHIrif",24,6.75706224547133,"no",5715605.5
"B6_6_18_S12-0132_4_BHIrif_-3_24_2","B6",6,18,"S12-0132",4,"BHIrif",24,6.2789364233011,"no",1900800
"B6_6_18_S12-0141_4_BHIrif_-2_24_2","B6",6,18,"S12-0141",4,"BHIrif",24,7.09875185341177,"no",12553125
"B6_6_21_S12-0116_4_BHIrif_-4_24_1","B6",6,21,"S12-0116",4,"BHIrif",24,7.25333800532611,"no",17920000
"B6_6_21_S12-0132_4_BHIrif_-4_24_2","B6",6,21,"S12-0132",4,"BHIrif",24,7.38750123350132,"no",24406260
"B6_6_21_S12-0141_4_BHIrif_-4_24_1","B6",6,21,"S12-0141",4,"BHIrif",24,6.77953733083731,"no",6019180
"B6_6_24_S12-0141_4_BHIrif_-4_24_1","B6",6,24,"S12-0141",4,"BHIrif",24,6.65939892014375,"no",4564560
"B7_6_0_S12-0166_3_BHIrif_-1_36_1","B7",6,0,"S12-0166",3,"BHIrif",36,1.74036268949424,"no",0
"B7_6_0_S12-0180_3_BHIrif_-1_36_1","B7",6,0,"S12-0180",3,"BHIrif",36,1.69897000433602,"no",0
"B7_6_0_S12-0184_3_BHIrif_-1_36_1","B7",6,0,"S12-0184",3,"BHIrif",36,1.69897000433602,"no",0
"B7_6_1_S12-0166_3_BHIrif_-1_36_1","B7",6,1,"S12-0166",3,"BHIrif",36,2.30102999566398,"no",200
"B7_6_1_S12-0184_3_BHIrif_-1_36_2","B7",6,1,"S12-0184",3,"BHIrif",36,2.81954393554187,"no",660
"B7_6_1_S12-0180_3_BHIrif_-1_36_2","B7",6,1,"S12-0180",3,"BHIrif",36,1.69897000433602,"no",0
"B7_6_2_S12-0166_3_BHIrif_-1_36_1","B7",6,2,"S12-0166",3,"BHIrif",36,3.21221183429609,"no",1630.0909425
"B7_6_2_S12-0180_3_BHIrif_-1_36_1","B7",6,2,"S12-0180",3,"BHIrif",36,3.26336435311715,"no",1833.852295
"B7_6_2_S12-0184_3_BHIrif_-1_36_1","B7",6,2,"S12-0184",3,"BHIrif",36,4.44584243312478,"no",27915.30859
"B7_6_3_S12-0166_3_BHIrif_-1_36_1","B7",6,3,"S12-0166",3,"BHIrif",36,3.03342375548695,"no",1080
"B7_6_3_S12-0184_3_BHIrif_-1_36_2","B7",6,3,"S12-0184",3,"BHIrif",36,2.30102999566398,"no",200
"B7_6_3_S12-0180_3_BHIrif_-1_36_2","B7",6,3,"S12-0180",3,"BHIrif",36,1.69897000433602,"no",0
"B7_6_4_S12-0166_3_BHIrif_-1_36_1","B7",6,4,"S12-0166",3,"BHIrif",36,5.32105360287274,"no",209437.0938
"B7_6_4_S12-0184_3_BHIrif_-1_36_2","B7",6,4,"S12-0184",3,"BHIrif",36,1.74036268949424,"no",0
"B7_6_4_S12-0180_3_BHIrif_-1_36_2","B7",6,4,"S12-0180",3,"BHIrif",36,1.69897000433602,"no",0
"B7_6_6_S12-0166_3_BHIrif_-1_36_1","B7",6,6,"S12-0166",3,"BHIrif",36,4.3747483460101,"no",23700
"B7_6_6_S12-0180_3_BHIrif_-1_36_1","B7",6,6,"S12-0180",3,"BHIrif",36,1.69897000433602,"no",0
"B7_6_6_S12-0184_3_BHIrif_-1_36_2","B7",6,6,"S12-0184",3,"BHIrif",36,1.69897000433602,"no",0
"B7_6_9_S12-0166_3_BHIrif_-3_36_1","B7",6,9,"S12-0166",3,"BHIrif",36,6.76298323180251,"no",5794063.25
"B7_6_9_S12-0184_3_BHIrif_-1_36_2","B7",6,9,"S12-0184",3,"BHIrif",36,4.65240671969812,"no",44916.583985
"B7_6_9_S12-0180_3_BHIrif_-1_36_2","B7",6,9,"S12-0180",3,"BHIrif",36,1.69897000433602,"no",0
"B7_6_12_S12-0166_3_BHIrif_-4_36_1","B7",6,12,"S12-0166",3,"BHIrif",36,7.65941050863468,"no",45646818
"B7_6_12_S12-0180_3_BHIrif_-1_36_2","B7",6,12,"S12-0180",3,"BHIrif",36,1.69897000433602,"no",0
"B7_6_12_S12-0184_3_BHIrif_-3_36_1","B7",6,12,"S12-0184",3,"BHIrif",36,6.29243329824402,"no",1960800
"B7_6_15_S12-0166_3_BHIrif_-2_36_1","B7",6,15,"S12-0166",3,"BHIrif",36,5.84254488625317,"no",695896.875
"B7_6_15_S12-0180_3_BHIrif_-1_36_2","B7",6,15,"S12-0180",3,"BHIrif",36,3.34242268082221,"no",2200
"B7_6_15_S12-0184_3_BHIrif_-1_36_1","B7",6,15,"S12-0184",3,"BHIrif",36,4.97565295659566,"no",94548.132815
"B7_6_18_S12-0166_3_BHIrif_-4_36_1","B7",6,18,"S12-0166",3,"BHIrif",36,8.42113198725009,"no",263713272
"B7_6_18_S12-0180_3_BHIrif_-1_36_2","B7",6,18,"S12-0180",3,"BHIrif",36,1.69897000433602,"no",0
"B7_6_18_S12-0184_3_BHIrif_-1_36_1","B7",6,18,"S12-0184",3,"BHIrif",36,4.59966477878842,"no",39780
"B7_6_21_S12-0166_3_BHIrif_-4_36_1","B7",6,21,"S12-0166",3,"BHIrif",36,8.37707214989474,"no",238271528
"B7_6_21_S12-0184_3_BHIrif_-3_36_1","B7",6,21,"S12-0184",3,"BHIrif",36,6.59596333312122,"no",3944240
"B7_6_21_S12-0180_3_BHIrif_-1_36_2","B7",6,21,"S12-0180",3,"BHIrif",36,3.41497334797082,"no",2600
"B7_6_24_S12-0166_3_BHIrif_-4_36_1","B7",6,24,"S12-0166",3,"BHIrif",36,8.99680743803734,"no",992675808
"B7_6_24_S12-0180_3_BHIrif_-1_36_2","B7",6,24,"S12-0180",3,"BHIrif",36,4.01703333929878,"no",10400
